budget,genres,movie_id,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2022,en,18.121404,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Out of the Blue... Entertainment"", ""id"": 879}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/28/2002,171269535,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.6,644
50000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",37686,en,37.069253,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""K/O Camera Toys"", ""id"": 23300}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/8/2011,260095987,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.6,2435
52000000,"[{""id"": 18, ""name"": ""Drama""}]",462,en,30.347332,"[{""name"": ""Jersey Films"", ""id"": 216}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/17/2000,256271286,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",7.1,716
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",9919,en,23.854701,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/7/2003,177371441,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.3,850
50000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]",187017,en,52.380982,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Cannell Studios"", ""id"": 9194}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""33andOut Productions"", ""id"": 34035}, {""name"": ""JHF Productions"", ""id"": 34036}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/5/2014,188441614,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7,3319
60000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]",628,en,50.163785,"[{""name"": ""Geffen Pictures"", ""id"": 360}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/11/1994,223664608,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",7.2,1516
70000000,"[{""id"": 35, ""name"": ""Comedy""}]",10201,en,43.849351,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""The Zanuck Company"", ""id"": 80}, {""name"": ""Heyday films"", ""id"": 437}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/9/2008,225990978,104,"[{""iso_639_1"": ""et"", ""name"": ""Eesti""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",6.4,1813
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",302699,en,45.318703,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Bluegrass Films"", ""id"": 13778}, {""name"": ""Principato-Young Entertainment"", ""id"": 37845}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/15/2016,216972543,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.2,1650
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9441,en,16.368283,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""1492 Pictures"", ""id"": 436}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/25/1998,0,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.9,277
50000000,"[{""id"": 35, ""name"": ""Comedy""}]",274167,en,38.616744,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Red Granite Pictures"", ""id"": 19177}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/25/2015,242786137,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.8,854
50000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",224141,en,65.90161,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Lucamar Productions"", ""id"": 17021}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/25/2014,212902372,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.6,1652
45000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",388,en,45.220386,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/23/2006,184376254,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""sq"", ""name"": ""shqip""}]",7.3,1630
90000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2112,en,17.457947,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Icon Entertainment International"", ""id"": 4564}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/5/1999,161626121,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.7,548
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",10329,en,10.755847,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/9/1995,152022101,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",5,213
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",74465,en,38.629763,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Vinyl Films"", ""id"": 485}, {""name"": ""LBI Entertainment"", ""id"": 8518}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/22/2011,120081841,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.5,909
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",13811,en,32.693093,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mystery Clock Cinema"", ""id"": 908}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}, {""name"": ""Kaplan/Perrone Entertainment"", ""id"": 11844}, {""name"": ""Wintergreen Productions"", ""id"": 11845}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",3/19/2009,155446362,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.9,1486
50000000,"[{""id"": 35, ""name"": ""Comedy""}]",6877,en,18.806031,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Failure to Launch Productions"", ""id"": 84423}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/10/2006,88715192,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.5,399
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",10320,en,32.233713,"[{""name"": ""DreamWorks"", ""id"": 7}, {""name"": ""BenderSpink"", ""id"": 6363}, {""name"": ""Parkes+MacDonald Image Nation"", ""id"": 49325}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/17/2005,161451538,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.4,632
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",50646,en,37.990705,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/29/2011,142851197,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7,2443
50000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",8920,en,17.667826,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/10/2004,200804534,80,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.2,820
60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",13673,en,9.225166,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Revolution Studios"", ""id"": 497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/24/2004,0,99,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",5.2,193
50000000,"[{""id"": 18, ""name"": ""Drama""}]",60308,en,46.180421,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Scott Rudin Productions"", ""id"": 258}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/22/2011,110206216,133,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7,1381
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",6950,en,30.397496,"[{""name"": ""Kopelson Entertainment"", ""id"": 824}, {""name"": ""Punch Productions"", ""id"": 2154}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Arnold Kopelson Productions"", ""id"": 16775}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/10/1995,189859560,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",6.3,513
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",225574,en,83.295796,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}, {""name"": ""TF1"", ""id"": 22123}, {""name"": ""LOVEFiLM International"", ""id"": 26387}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/26/2014,222809600,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",6.8,2268
50000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",13836,en,23.935053,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Gunn Films"", ""id"": 3538}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/12/2009,106303988,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.5,509
54000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}]",752,en,84.630969,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Anarchos Productions"", ""id"": 450}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Medienboard Berlin-Brandenburg"", ""id"": 7307}, {""name"": ""F\u00fcnfte Babelsberg Film"", ""id"": 23889}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/15/2006,132511035,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.7,4442
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",6038,en,16.251204,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Birnbaum / Barber Productions"", ""id"": 58262}, {""name"": ""Jackie Chan Films Limited"", ""id"": 58263}, {""name"": ""All Knight Productions"", ""id"": 58264}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/6/2003,88323487,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",6,692
50000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",9975,en,9.894346,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Universal Animation Studios"", ""id"": 5556}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/10/2006,69834815,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.2,106
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",11451,en,12.050755,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/22/2005,66002004,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.1,542
50000000,"[{""id"": 53, ""name"": ""Thriller""}]",12103,en,11.596207,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Kopelson Entertainment"", ""id"": 824}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Furthur Films"", ""id"": 33433}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/28/2001,100020092,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",6,220
50000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",60304,en,53.02787,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Deutsche Filmf\u00f6rderfonds (DFFF)"", ""id"": 11238}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1/17/2013,224803475,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.7,3239
50000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",2251,en,14.382253,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Unfaithful Filmproduktion GmbH & Co. KG"", ""id"": 58248}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/10/2002,119137784,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",6.3,276
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",46529,en,43.450266,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Reliance BIG Entertainment"", ""id"": 6733}, {""name"": ""Bay Films"", ""id"": 6734}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/18/2011,144492830,109,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",5.9,1567
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",231,en,16.871194,"[{""name"": ""Section Eight"", ""id"": 129}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""FilmWorks"", ""id"": 7786}, {""name"": ""4M"", ""id"": 20665}, {""name"": ""MID Foundation"", ""id"": 20666}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/23/2005,94000000,128,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fa"", ""name"": ""\u0641\u0627\u0631\u0633\u06cc""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",6.3,451
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",300671,en,42.526529,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""3 Arts Entertainment"", ""id"": 787}, {""name"": ""Bay Films"", ""id"": 6734}, {""name"": ""Latina Pictures"", ""id"": 19108}, {""name"": ""Dune Films"", ""id"": 19477}]","[{""iso_3166_1"": ""MT"", ""name"": ""Malta""}, {""iso_3166_1"": ""MA"", ""name"": ""Morocco""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/13/2016,69411370,144,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",7,938
50000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",228326,en,34.890999,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Reel FX Creative Studios"", ""id"": 2787}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}, {""name"": ""Chatrone"", ""id"": 79031}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/1/2014,97437106,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.3,755
45000000,"[{""id"": 53, ""name"": ""Thriller""}]",9754,en,18.186026,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Beacon Pictures"", ""id"": 10157}, {""name"": ""Jon Shestack Productions"", ""id"": 10991}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2/10/2006,82800000,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.6,267
50000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",66,en,13.576765,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Malpaso Productions"", ""id"": 171}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/14/1997,50068310,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",6.4,223
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",4421,en,19.434672,"[{""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""First Independent Films"", ""id"": 1643}, {""name"": ""Largo Entertainment"", ""id"": 1644}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Trap-Two-Zero Productions"", ""id"": 1646}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/22/1997,48169156,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6,395
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2649,en,62.925175,"[{""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""A&B Producoes"", ""id"": 1519}, {""name"": ""Popaganda Films"", ""id"": 10164}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/12/1997,109423648,129,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",7.5,1506
50000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",588,en,32.927994,"[{""name"": ""Silent Hill DCP Inc."", ""id"": 341}, {""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Konami"", ""id"": 55914}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/21/2006,97607453,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.3,1067
0,"[{""id"": 35, ""name"": ""Comedy""}]",10393,en,14.837288,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/7/2000,0,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.1,203
50000000,"[{""id"": 35, ""name"": ""Comedy""}]",71552,en,39.920035,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/4/2012,234989584,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.1,1611
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",9631,en,28.725621,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/29/1998,44547681,140,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.8,582
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",216282,en,20.566554,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Broken Road Productions"", ""id"": 8000}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/6/2014,160602194,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.8,817
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",306,en,20.333953,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Eddie Murphy Productions"", ""id"": 30}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/24/1994,119208989,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.5,434
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 14, ""name"": ""Fantasy""}]",928,en,33.98637,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/15/1990,41482207,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.2,652
